RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541265,Matcha Green Tea Cookies With White Chocolate Chips,PT15M,PT20M,PT35M,"c(""all-purpose flour"", ""caster sugar"", ""unsalted butter"", ""brown sugar"", ""white chocolate chips"", ""vanilla extract"", ""baking soda"", ""baking powder"", ""salt"", ""egg"")",121.3,4.9,3,18.4,115.6,18.4,0.2,11.9,1.3,"c(""First, mix the butter, white sugar and brown sugar together in a stand mixer on medium. Gradually increase the speed until evenly mixed."", ""Add the flour, baking powder, baking soda, salt and matcha powder."", ""Mix in the egg and vanilla extract, gradually lower your mixer speed setting until everything is evenly incorporated and you get a dough like texture."", ""Add white chocolate chips and mix in evenly."", ""Portion the dough out onto a baking tray. We love our cookies bite sized, so we weighed out about 0.35 oz (10g) of dough per cookie and shaped them into a ball."", 
""Preheat the oven to 320F (160C) and bake for 10 minutes."", ""Allow to cool for 5-10 minutes and enjoy!"")"
541266,Matcha Oat Milk Latte (Hot or Iced),0,PT3M,PT3M,"c(""water"", ""brown sugar"")",8.7,0,0,0,1.9,2.3,0,2.2,0,"c(""Measure out 2 tsp matcha powder and 1.5 oz of water at a temperature of 175F or 80&deg;C."", ""Add the water and matcha into a bowl and whisk it up using a bamboo whisk."", ""Pour the matcha mixture into your cup. Use a spoon to get all the matcha out. Add 0.5 tsp of powdered brown sugar (or equivalent if using other preferred sweeteners). Mix well."", ""Heat 8 oz of oat milk to a temperature of about 150F or 65&deg;C Use an automatic frothing machine if you have one."", ""Pour the milk over the matcha mixture and stir well."", 
""Enjoy the oat milk matcha latte hot or iced!"")"
541267,Cold Brew Matcha,0,PT1M,PT1M,"""cold water""",0,0,0,0,9.7,0,0,0,0,"c(""Measure out 1 tsp of matcha and 8 oz of cold water. Please feel free to tweak the ratio to your liking."", ""Pour the cold water into the bottle."", ""Add the matcha to the water and close the lid of the bottle."", ""Shake it vigorously for about 30 seconds for a clump free cold brew matcha. If there are still some visible clumps, keep shaking until the clumps are completely dissolved."", ""Pour mixture over a glass filled with ice cubes and enjoy the cold brewed matcha!"")"
541268,Easy Chicken Breasts With Dijon Crust,PT15M,PT15M,PT30M,"c(""Dijon mustard"", ""reduced-fat sour cream"", ""fresh thyme"", ""boneless skinless chicken breast halves"", ""salt"", ""fresh ground pepper"")",222.9,5.6,1.3,77.5,521.3,13.6,1,1.2,27.8,"c(""Adjust oven rack to highest position.  Heat to 450*F.  Coat a large baking sheet with non-stick spray."", ""Mix mustard & sour cream in a small bowl.  In a shallow dish, combine the bread crumbs, thyme, and oil."", ""Season chicken with salt & pepper. Brush or spread top of breast halves with mustard mixture. Mustard side down, dip into crumb mixture, pressing mixture firmly onto chicken.  Arrange coated sides up on prepared baking sheet."", ""Bake 15 minutes or until crumb mixture has lightly browned and chicken is cooked through.""
)"
541269,Simple Oven-Dried Tomatoes,PT4H30M,PT5M,PT4H35M,"c(""plum tomatoes"", ""olive oil"", ""fresh thyme"", ""garlic cloves"", ""salt"", ""fresh ground black pepper"")",32.7,1.7,0.2,0,37.5,4.2,1.2,2.7,0.9,"c(""Preheat oven to 300*F.  Line two 15.5\"" x 10.5\"" jelly roll pans with parchment paper."", ""In large bowl, combine tomatoes, olive oil, salt & pepper.  Arrange tomatoes, cut side up, on prepared pans.  Scatter garlic cloves & thyme pieces over tomatoes."", ""Bake 4 hours & 30 minutes or until tomatoes have collapsed and begun to brown, rotating pans between racks halfway through baking."", ""Cool tomatoes on parchment paper on wire rack.  Transfer to self-sealing plastic bag & store in refrigerator up to 1 week.  (For longer storage, transfer tomatoes to jar with tight-fitting lid.  Pour in enough oil to cover by 1/4 inch.  Cover & store in the refrigerator for up to 1 month.).""
)"
541270,Hearty Breakfast Egg Bake,PT50M,PT20M,PT1H10M,"c(""bulk pork sausage"", ""frozen hash browns"", ""eggs"", ""evaporated milk"")",629.4,42.5,18.3,302.4,620.8,22.1,1.2,1.8,39.2,"c(""Crumble sausage into a large skillet. Cook over medium heat until no longer pink; drain. Transfer to a greased 13x9-in. baking dish. Sprinkle with hash browns and cheese."", ""In a large bowl, whisk the remaining ingredients; pour over the top. Cover and refrigerate overnight."", ""Remove from the refrigerator 30 minutes before baking. Bake, uncovered, at 350Â° for 45-50 minutes or until a knife inserted in the center comes out clean. Let stand for 10 minutes before cutting."")"
541271,Easy INDOOR S&rsquo;MORES,PT7M,PT2M,PT9M,"c(""honey graham crackers"", ""marshmallows"")",196.5,7.8,4.2,4.9,89.4,29.2,1.1,19.5,2.7,"c(""On a small baking sheet lined with a silicone mat, place 4 squares of honey graham crackers. Add 2 chocolate squares big enough to cover 2 crackers. Top with 2 large marshmallows."", ""Transfer to a 400ÂºF preheated oven and bake for 5 minutes."", ""When time is up, set the temperature to broil and continue for 2 to 3 minutes or until golden brown."", ""Remove from the heat and place the other graham cracker squares on top of the marshmallows. Serve immediately."")"
541272,Boiled Eggs Instant Pot,PT15M,PT2M,PT17M,"c(""water"", ""eggs"")",429,28.5,9.4,1116,433.1,2.2,0,1.1,37.7,"c(""Doesn't matter how many eggs.  Use a trivel or basket made for the instant pot."", ""Put in 1 cup of water, use either a trivet or basket. Yes you can stack eggs on top of the others."", ""Set on pressure cook for 5 minutes, place steam release handle on seal. I recommend setting a timer elsewhere."", ""Press the cancel button, move the steam release handle to Vent. Set a timer for 5 minutes.  During this time fill a bowl of cold water from the tap."", ""Open the lid, with tongs place eggs into the cool water for 5 minutes or longer is ok.""
)"
541273,Roast Spatchcocked Turkey,PT1H45M,PT15M,PT2H,"c(""turkey"", ""olive oil"", ""salt"", ""ground sage"", ""ground pepper"")",776.6,41.9,11,308.7,993.2,0.6,0.3,0,92.8,"c(""Preheat oven to 350&deg;F Place a roasting rack on a baking sheet."", ""Turn the turkey over, breast-side down. Using a pair of sharp heavy-duty kitchen shears, cut along one side of the backbone. Repeat on the other side of the backbone. Reserve the backbone for making turkey stock for gravy. Press firmly down onto both sides of turkey to flatten."", ""Tuck the wing tips under the turkey and place on the roasting rack. Mix olive oil, salt, sage, thyme, and pepper together. Pat skin of turkey dry and rob olive oil mixture over the entire turkey."", 
""Bake in preheated oven for 1 hour 30 minutes, rotating baking sheet every 30 minutes. Increase temperature to 400F and roast until skin is crisp, about 15 minutes more. An instant read thermometer inserted into the thickest part of the thigh should read 165&deg;F Remove turkey from the oven, cover loosely with a doubled sheet of aluminum foil, and allow to rest for 10 to 15 minutes before slicing."")"
541274,Irene's Pecan Pie,PT45M,PT15M,PT1H,"c(""sugar"", ""cornstarch"", ""eggs"", ""vanilla"", ""butter"", ""pecans"")",419,23.2,8.7,100.2,148.2,53.5,1.3,34.2,3.7,"c(""Mix sugar and cornstarch."", ""Add melted butter."", ""Add slightly beaten eggs."", ""Add Karo, vanilla, and pecans."", ""Pour in unbaked pie crust."", ""Bake 325 til firm."")"
541275,Peppered Filets With Horseradish Cream Sauce,PT25M,PT10M,PT35M,"c(""beef tenderloin steaks"", ""fresh coarse ground black pepper"", ""fresh coarse ground black pepper"", ""salt"", ""all-purpose flour"", ""heavy whipping cream"", ""horseradish"", ""Dijon mustard"")",555.5,44.6,21.2,193.8,571.2,4.1,0.8,0.7,33.4,"c(""Sprinkle steaks with 1 Tbs pepper & 1/2 tsp salt.  In a large skillet over medium heat, cook steaks in 1 Tbs butter for 4-5 minutes on each side, or until meat reaches desired doneness (for medium-rare, a meat thermometer should read 145*F, medium 160*F, well-done 170*F)."", ""Meanwhile, in a small saucepan, melt remaining butter.  Stir in the flour and the remaining salt & pepper until smooth; gradually add cream. Bring to a boil; cook & stir for 1-2 minutes or until thickened.  Stir in horseradish & Dijon mustard.  Serve with steaks.""
)"
541276,Restaurant-Style Salsa,0,PT15M,PT15M,"c(""diced tomatoes with juice"", ""bell peppers"", ""cayenne pepper"", ""garlic cloves"", ""seasoning salt"", ""black pepper"")",32,0.2,0.1,0,190.3,7.5,1.9,3.7,1.3,"c(""Mix all ingredients in a bowl."", ""If you can leave it refrigerated overnight, it tastes better. Itâ€™s also nice if you can use a yellow bell pepper and a green bell pepper as it makes it look very colorful. You can also add more peppers or less peppers, more hot sauce or less hot sauce to suit your taste."")"
541277,CHICKEN in CREAMY JALAPE&Ntilde;O CHEESE SAUCE,PT20M,PT10M,PT30M,"c(""olive oil"", ""boneless skinless chicken breasts"", ""black pepper"", ""sea salt"", ""garlic cloves"", ""dried ancho chile powder"", ""ground cumin"", ""low sodium chicken broth"", ""heavy cream"", ""sharp cheddar cheese"", ""cornstarch"", ""parsley"")",382.2,28.9,15.6,115.8,579.4,9.2,1.6,2.6,22.3,"c(""In a large skillet over medium heat, combine oil and butter. When hot, add chicken and sautĂ© for 2 minutes or until no longer pink. Transfer into a bowl, using a slotted spoon."", ""Return skillet and the juices on the stove. When liquids simmer, add onion, red peppers and jalapeĂ±o peppers; sautĂ© until soft, about 2 Â½ to 3 minutes. Add garlic and sautĂ© for 1 minute; season with ancho chili powder and cumin, stirring for 30 seconds."", ""Pour in chicken broth and heavy cream; stir until combined. Carefully transfer mixture into a blending jar and process until smoother, leaving small chunks in the sauce. Return to skillet and when simmers again, add cheese. After melted and well mixed, return chicken cubes and its juice, stir and cook for 10 minutes."", 
""To thicken the sauce after cooking time is over, add cornstarch mixture and stir. Spoon chicken mixture over a bed of rice and sprinkle with smoked paprika and parsley. Makes 4 servings."")"
541278,Sherried Artichoke Chicken,PT25M,PT25M,PT50M,"c(""paprika"", ""salt"", ""pepper"", ""boneless skinless chicken breast halves"", ""butter"", ""water-packed artichoke hearts"", ""fresh mushrooms"", ""reduced-sodium chicken broth"", ""dried tarragon"", ""all-purpose flour"", ""sherry wine"")",299.6,9.8,4.5,90.8,560.5,18.4,9.3,2.5,31.4,"c(""Combine the paprika, salt & pepper; sprinkle over both sides of chicken."", ""In a large non-stick skillet, cook chicken in 1 tbs butter until browned on both sides."", ""Transfer to a 2-qt baking dish coated with nonstick cooking spray.  Top with artichokes; set aside."", ""In the same skillet, saute mushrooms in remaining butter until tender.  Stir in the broth & tarragon.  Bring to a boil."", ""Combine the flour & sherry (or additio0l broth) until smooth; stir into mushroom mixture.  Bring to a boil; cook & stir for 2 minutes or until thickened."", 
""Pour over chicken.  Cover & bake at 350*F for 25-30 minutes or until chicken juices run clear."")"
541279,Butternut Squash Soup - the Enlighted Cook,PT45M,PT20M,PT1H5M,"c(""butter"", ""carrot"", ""sweet onion"", ""chicken broth"", ""half-and-half"", ""salt"", ""swiss cheese"", ""fresh lemon juice"", ""extra virgin olive oil"", ""sugar"", ""salt"", ""black pepper"", ""red onion"")",462.2,16.4,7.8,32.8,1144.2,62,6.3,9.3,20,"c(""To prepare soup:"", ""Melt butter in a large saucepan over medium-high heat.  Add squash, carrot, and onion; saute for 12 minutes.  Add chicken broth, and bring to a boil."", ""Cover, reduce hat, and simmer for 30 minutes.  Remove from heat; stir in half-and-half and salt."", ""Preheat broiler."", ""Place squash mixture in a blender.  Remove center piece of blender lid (to allow steam to escape), and secure blender lid on blender.  Place a clean towel over opening in blender lid (to avoid splatters).  Blend until smooth."", 
""To prepare toasts:"", ""Arrange French bread on a baking sheet and broil for 1 minute or until lightly toasted."", ""Turn bread over, and top evenly with Swiss cheese.  Broil for 1 minute or until bubbly.  Serve toasts with soup."", ""For the spi0ch salad:"", ""Combine lemon juice, olive oil, sugar, salt and pepper ain a large bowl.  Stir with a whisk."", ""Add 6 cups of fresh baby spi0ch and 1/2 cup of vertically-sliced red onion, and toss to coat."")"
541280,Mari0ted & Grilled Chicken Wraps,PT10M,PT10M,PT20M,"c(""olive oil"", ""lime juice"", ""garlic cloves"", ""ground cumin"", ""cayenne pepper"", ""boneless skinless chicken breast"", ""flour tortillas"", ""green onion"", ""sliced ripe olives"", ""chopped tomato"", ""sour cream"", ""lettuce"")",473.5,32.4,5,72.6,324.5,18.6,1.2,1,26.9,"c(""In large resealable plastic bag, combine the first 5 ingredients; add the chicken.  Seal the bag and turn to coat; refrigerate up to 2 hours."", ""Drain & discard mari0de.  Grill chicken, uncovered, over medium heat for 4-5 minutes on each side or until juices run clear."", ""Slice chicken into strips. Serve in tortillas with toppings of your choice."")"
541281,"Cabbage, Kale and Apple Slaw",0,PT15M,PT15M,"c(""red cabbage"", ""kale"", ""olive oil"", ""red onion"", ""pecans"", ""ground ginger"", ""nutmeg"", ""extra virgin olive oil"", ""sea salt"", ""fresh ground pepper"")",147.7,12.6,1.6,0,222.8,8.9,2.5,3.2,2.3,"c(""Place kale in a large salad bowl.  Add 1 TBSP EVOO and salt. Massage oil into kale until it begins to wilt."", ""In a small bowl, whisk together dressing : 4 Tbsp, olive oil, vinegar and spices (or shake together in a jar)."", ""Add cabbage, apple, onion & pecans to kale."", ""Drizzle dressing over salad ingredients and toss gently until all veggies are covered with dressing. Add more salt and/or vinegar to taste. Salad can be refrigerated at this point until ready to serve."", ""Enjoy this colorful, healthy salad!""
)"
541283,Grandma's Broccoli Soup,PT7M,PT20M,PT27M,"c(""chicken broth"", ""frozen broccoli"", ""onions"", ""onion"", ""nutmeg"", ""butter"", ""sour cream"")",242,19.4,9.8,37.5,798.6,13.1,2.7,5.6,6,"c(""Bring broth, broccoli, onion and nutmeg to a boil. Simmer, covered, for 5 minutes."", ""Combine in blender or food processor to desired consistency. I like little chunks."", ""Add mushroom soup, butter, and sour cream and blend again."", ""Bring to a simmer on stove if desired."")"
541284,Grandma's Pie Dough,PT5M,PT5M,PT10M,"c(""all-purpose flour"", ""salt"", ""shortening"", ""milk"")",270.9,17.8,4.5,1.3,296,24.3,0.8,0.1,3.5,"c(""In a medium bowl mix together flour and salt. Add shortening, and cut in with a pastry blender, until it reaches the consistency of course meal gradually ass milk till a soft dough is formed. Form half the dough into a ball, and place between to sheets of wax paper. Flatten with hands, then roll out, between 2 sheets of wax-paper, into a large circle (1 inch wider than an inverted pie pan)."", ""Slip one hand under dough, and the other on bottom of inverted pan, and flip over. This will place the dough in the pan. Remove wax paper and adjust dough in pan. Cut off excess, and fill shell with filling of choice, or blind bake.""
)"
